,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,tanimoto_Sim,tanimoto_Cmpd1_Sim,dice_Sim,dice_Cmpd1_Sim,RAScore_pred_proba,raw_valid_score,amean,filter,score_time
10,mol2mol,feature_selection,1,10,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1CC1CC1,true,1,true,0,0.5734431110837526,0.0,5.324600000000004,365.8600000000002,26,345.7000000000001,3,0,4,5,3,1,4,39.07,0.0,0,C22H20ClNO2,1049.1655768315736,2,0,0.6610169491525424,0.6610169491525424,0.7959183673469388,0.7959183673469388,0.8701788783073425,1,1.0,1.0,17.639635801315308
11,mol2mol,feature_selection,1,11,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(C(=O)N(C)C)cc1,true,1,true,0,0.33982995668706323,0.0,5.664700000000006,472.97200000000026,34,447.7720000000003,4,0,6,6,4,0,4,59.38,0.0,0,C28H25ClN2O3,1438.9932258358128,2,0,0.7931034482758621,0.7931034482758621,0.8846153846153846,0.8846153846153846,0.8758062720298767,1,1.0,1.0,17.639635801315308
12,mol2mol,feature_selection,1,12,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(CN)cc1,true,1,true,0,0.4150814808003818,0.0,5.421600000000005,430.93500000000023,31,407.7510000000002,4,1,5,6,4,0,4,65.09,0.0,0,C26H23ClN2O2,1309.5662130051335,2,0,0.7857142857142857,0.7857142857142857,0.88,0.88,0.8818559646606445,1,1.0,1.0,17.639635801315308
13,mol2mol,feature_selection,1,13,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)NO)[nH]n1,true,1,true,0,0.2344497036807517,0.0,3.8050000000000015,450.8820000000002,32,431.7300000000002,6,3,9,6,4,0,4,117.08,0.0,0,C23H19ClN4O4,1392.6413281908724,2,0,0.6029411764705882,0.6029411764705882,0.7522935779816514,0.7522935779816514,0.40408855676651,1,1.0,1.0,17.639635801315308
14,mol2mol,feature_selection,1,14,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cnn(C)c1,true,1,true,0,0.45218026837931,0.0,4.696400000000004,405.88500000000016,29,385.72500000000014,5,0,6,5,4,0,4,56.89,0.0,0,C23H20ClN3O2,1272.7678168126388,2,0,0.7049180327868853,0.7049180327868853,0.8269230769230769,0.8269230769230769,0.867520272731781,1,1.0,1.0,17.639635801315308
15,mol2mol,feature_selection,1,15,3.2953593730926514,O=c1c2ccc(Br)cc2c(-c2ccccc2)c(CCO)n1CC1CCCCC1,true,1,true,0,0.5657341604218562,0.0,5.5461000000000045,440.38100000000037,28,414.17300000000023,3,1,4,5,3,1,4,42.23,0.0,0,C24H26BrNO2,1020.1948622927296,2,0,0.3157894736842105,0.3157894736842105,0.48,0.48,0.9619712829589844,1,1.0,1.0,17.639635801315308
16,mol2mol,feature_selection,1,16,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)NS(C)(=O)=O)n(CC)n1,true,1,true,0,0.33869989027354475,0.0,3.8687000000000022,541.0290000000002,37,515.8290000000003,8,1,11,8,4,0,4,120.13000000000001,0.0,0,C26H25ClN4O5S,1691.6929787961117,2,0,0.5616438356164384,0.5616438356164384,0.7192982456140351,0.7192982456140351,0.36548101902008057,1,1.0,1.0,17.639635801315308
17,mol2mol,feature_selection,1,17,3.2953593730926514,CCNC(=O)n1cnc(Cn2c(C(=O)CC)c(-c3ccccc3)c3cc(Cl)ccc3c2=O)c1,true,1,true,0,0.41929252731077393,0.0,4.737000000000004,462.9370000000001,33,439.7530000000002,6,1,8,6,4,0,4,85.99000000000001,0.0,0,C25H23ClN4O3,1406.6921216511982,2,0,0.5857142857142857,0.5857142857142857,0.7387387387387387,0.7387387387387387,0.8890383839607239,1,1.0,1.0,17.639635801315308
18,mol2mol,feature_selection,1,18,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(CNC(=O)CN(C)C)n(C)n1,true,1,true,0,0.33899734672981213,0.0,3.8742000000000028,520.0330000000004,37,489.7930000000003,7,1,9,9,4,0,4,89.23,0.0,0,C28H30ClN5O3,1522.6002403174523,2,0,0.5394736842105263,0.5394736842105263,0.7008547008547008,0.7008547008547008,0.36666327714920044,1,1.0,1.0,17.639635801315308
19,mol2mol,feature_selection,1,19,3.2953593730926514,CC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1,true,1,true,0,0.3896429570163213,0.0,4.976300000000005,465.9580000000002,32,445.79800000000023,5,0,7,5,4,0,4,73.21000000000001,0.0,0,C25H20ClNO4S,1506.11749550473,2,0,0.6290322580645161,0.6290322580645161,0.7722772277227723,0.7722772277227723,0.9693837761878967,1,1.0,1.0,17.639635801315308
20,mol2mol,feature_selection,1,20,3.2953593730926514,CC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1,true,1,false,1,0.3896429570163213,0.0,4.976300000000005,465.9580000000002,32,445.79800000000023,5,0,7,5,4,0,4,73.21000000000001,0.0,0,C25H20ClNO4S,1506.11749550473,2,0,0.6290322580645161,0.6290322580645161,0.7722772277227723,0.7722772277227723,0.9693837761878967,1,1.0,1.0,17.639635801315308
21,mol2mol,feature_selection,1,21,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cn(CC(=O)OC)nn1,true,1,true,0,0.3052462315590162,0.0,3.727400000000002,464.9090000000003,33,443.7410000000002,8,0,9,7,4,0,4,96.08,0.0,0,C24H21ClN4O4,1409.5043138804222,2,0,0.5774647887323944,0.5774647887323944,0.7321428571428571,0.7321428571428571,0.7744313478469849,1,1.0,1.0,17.639635801315308
22,mol2mol,feature_selection,1,22,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(Cl)cc1,true,1,true,0,0.3301417594551999,0.0,6.616300000000004,436.3380000000002,30,417.18600000000015,3,0,5,5,4,0,4,39.07,0.0,0,C25H19Cl2NO2,1293.0320377100393,2,0,0.8461538461538461,0.8461538461538461,0.9166666666666666,0.9166666666666666,0.9169442653656006,1,1.0,1.0,17.639635801315308
23,mol2mol,feature_selection,1,23,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2ccccc2c(=O)n1Cc1cc(S(C)(=O)=O)ccc1Cl,true,1,true,0,0.3485163476044111,0.0,5.366400000000005,479.98500000000024,33,457.8090000000002,5,0,7,6,4,0,4,73.21000000000001,0.0,0,C26H22ClNO4S,1540.358956733962,2,0,0.5373134328358209,0.5373134328358209,0.6990291262135923,0.6990291262135923,0.7883884906768799,1,1.0,1.0,17.639635801315308
24,mol2mol,feature_selection,1,24,3.2953593730926514,CC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(C(=O)O)cc1,true,1,true,0,0.4364955903444727,0.0,5.271000000000004,431.87500000000017,31,413.7310000000002,4,1,6,5,4,0,4,76.37,0.0,0,C25H18ClNO4,1373.059083950892,2,0,0.6896551724137931,0.6896551724137931,0.8163265306122449,0.8163265306122449,0.9642475843429565,1,1.0,1.0,17.639635801315308
25,mol2mol,feature_selection,1,25,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc([N+](=O)[O-])cc1,true,1,true,0,0.18881266671150485,0.0,5.980200000000004,491.34100000000024,32,472.1890000000003,5,0,7,6,4,0,4,82.21,0.0,0,C25H19BrN2O4,1393.8908029551908,2,0,0.6153846153846154,0.6153846153846154,0.7619047619047619,0.7619047619047619,0.9681915640830994,1,1.0,1.0,17.639635801315308
26,mol2mol,feature_selection,1,26,3.2953593730926514,CCC(=O)c1cccc(Cn2c(C(=O)OC)c(-c3ccccc3)c3cc(Cl)ccc3c2=O)c1,true,1,true,0,0.2718189125500738,0.0,5.749500000000005,459.9290000000001,33,437.7530000000002,5,0,6,6,4,0,4,65.37,0.0,0,C27H22ClNO4,1423.7584972225704,2,0,0.6461538461538462,0.6461538461538462,0.7850467289719626,0.7850467289719626,0.9097007513046265,1,1.0,1.0,17.639635801315308
27,mol2mol,feature_selection,1,27,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(OC)nc1,true,1,true,0,0.384310632019179,0.0,5.366500000000005,432.9070000000002,31,411.7390000000002,5,0,6,6,4,0,4,61.19,0.0,0,C25H21ClN2O3,1312.9263534302702,2,0,0.6875,0.6875,0.8148148148148148,0.8148148148148148,0.8723164200782776,1,1.0,1.0,17.639635801315308
28,mol2mol,feature_selection,1,28,3.2953593730926514,CCCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(C(=O)O)cc1,true,1,true,0,0.3410848715639086,0.0,6.051200000000005,459.92900000000026,33,437.75300000000027,4,1,6,7,4,0,4,76.37,0.0,0,C27H22ClNO4,1406.5084972225704,3,0,0.7413793103448276,0.7413793103448276,0.8514851485148515,0.8514851485148515,0.9393944144248962,1,1.0,1.0,17.639635801315308
29,mol2mol,feature_selection,1,29,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(NS(C)(=O)=O)n(C)n1,true,1,true,0,0.3867911051034409,0.0,4.0679000000000025,498.99200000000025,34,475.8080000000002,7,1,10,7,4,0,4,103.06000000000002,0.0,0,C24H23ClN4O4S,1574.3087067088888,2,0,0.6,0.6,0.75,0.75,0.4566638469696045,1,1.0,1.0,17.639635801315308
30,mol2mol,feature_selection,1,30,3.2953593730926514,COc1ccc(-c2c(C(C)=O)n(Cc3ccc(F)cc3)c(=O)c3ccc(Cl)cc23)cc1,true,1,true,0,0.37651698258070476,0.0,5.720500000000004,435.8820000000001,31,416.73000000000025,4,0,6,5,4,0,4,48.3,0.0,0,C25H19ClFNO3,1342.8060070198642,2,1,0.5,0.5,0.6666666666666666,0.6666666666666666,0.9726294279098511,1,1.0,1.0,17.639635801315308
31,mol2mol,feature_selection,1,31,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)NC2CC2)[nH]n1,true,1,true,0,0.3830438660553401,0.0,4.578200000000003,474.94800000000026,34,451.76400000000024,5,2,8,7,4,1,5,96.85000000000001,0.0,0,C26H23ClN4O3,1468.929974970962,2,0,0.5616438356164384,0.5616438356164384,0.7192982456140351,0.7192982456140351,0.6211729645729065,1,1.0,1.0,17.639635801315308
32,mol2mol,feature_selection,1,32,3.2953593730926514,CC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccccc1S(C)(=O)=O,true,1,true,0,0.3896429570163213,0.0,4.976300000000005,465.9580000000002,32,445.79800000000023,5,0,7,5,4,0,4,73.21000000000001,0.0,0,C25H20ClNO4S,1523.3674955047304,2,0,0.5303030303030303,0.5303030303030303,0.693069306930693,0.693069306930693,0.913624107837677,1,1.0,1.0,17.639635801315308
33,mol2mol,feature_selection,1,33,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(NC(=O)CN(C)C)cc1,true,1,true,0,0.3252062191551644,0.0,5.4630000000000045,502.0140000000003,36,473.7900000000003,5,1,7,8,4,0,4,71.41,0.0,0,C29H28ClN3O3,1476.164191675229,2,0,0.6875,0.6875,0.8148148148148148,0.8148148148148148,0.8988217115402222,1,1.0,1.0,17.639635801315308
34,mol2mol,feature_selection,1,34,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C)cc(C(N)=O)c1,true,1,true,0,0.3941215390220938,0.0,5.370220000000004,458.9450000000003,33,435.76100000000025,4,1,6,6,4,0,4,82.16,0.0,0,C27H23ClN2O3,1456.203582929166,2,0,0.6984126984126984,0.6984126984126984,0.822429906542056,0.822429906542056,0.7588116526603699,1,1.0,1.0,17.639635801315308
35,mol2mol,feature_selection,1,35,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cn(C(=O)NC(C)C)c(C)n1,true,1,true,0,0.36480425972151836,0.0,5.433920000000005,490.99100000000027,35,463.77500000000026,6,1,8,6,4,0,4,85.99,0.0,0,C27H27ClN4O3,1486.0814651638198,2,0,0.5774647887323944,0.5774647887323944,0.7321428571428571,0.7321428571428571,0.38462209701538086,1,1.0,1.0,17.639635801315308
36,mol2mol,feature_selection,1,36,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1C,true,1,true,0,0.6671979791631306,0.0,4.451600000000003,325.7950000000001,23,309.66700000000003,3,0,4,3,3,0,3,39.07,0.0,0,C19H16ClNO2,958.5058232797052,2,0,0.6428571428571429,0.6428571428571429,0.782608695652174,0.782608695652174,0.9493206143379211,1,1.0,1.0,17.639635801315308
37,mol2mol,feature_selection,1,37,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(C(=O)N(CC)CC)cc1,true,1,true,0,0.26127902176388523,0.0,6.444900000000007,501.02600000000035,36,471.7940000000003,4,0,6,8,4,0,4,59.38,0.0,0,C30H29ClN2O3,1470.5938101678366,2,0,0.7796610169491526,0.7796610169491526,0.8761904761904762,0.8761904761904762,0.9129245281219482,1,1.0,1.0,17.639635801315308
38,mol2mol,feature_selection,1,38,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccncc1,true,1,true,0,0.42219329974733866,0.0,5.357900000000004,402.88100000000014,29,383.72900000000016,4,0,5,5,4,0,4,51.96,0.0,0,C24H19ClN2O2,1248.8604357608333,2,0,0.7543859649122807,0.7543859649122807,0.86,0.86,0.949804961681366,1,1.0,1.0,17.639635801315308
39,mol2mol,feature_selection,1,39,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(C(=O)O)c(O)c1,true,1,true,0,0.3762905089471659,0.0,5.366700000000004,461.90100000000024,33,441.74100000000027,5,2,7,6,4,0,4,96.60000000000001,0.0,0,C26H20ClNO5,1457.5193598436379,2,0,0.7213114754098361,0.7213114754098361,0.8380952380952381,0.8380952380952381,0.7943804264068604,1,1.0,1.0,17.639635801315308
40,mol2mol,feature_selection,1,40,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)NC)n(CC(C)OC)n1,true,1,true,0,0.32651832209378984,0.0,4.553900000000004,521.0170000000003,37,491.7850000000003,7,1,9,9,4,0,4,95.22,0.0,0,C28H29ClN4O4,1524.9647682940526,3,0,0.5324675324675324,0.5324675324675324,0.6949152542372882,0.6949152542372882,0.1827482134103775,1,1.0,1.0,17.639635801315308
41,mol2mol,feature_selection,1,41,3.2953593730926514,CCc1c(-c2ccccc2)c2cc(C(F)(F)F)ccc2c(=O)n1Cc1ccc(C(=O)O)cc1,true,1,true,0,0.4051511400852635,0.0,5.996200000000004,451.4440000000002,33,431.2840000000002,3,1,7,5,4,0,4,59.3,0.0,0,C26H20F3NO3,1389.2212309580657,2,3,0.4852941176470588,0.4852941176470588,0.6534653465346535,0.6534653465346535,0.9847485423088074,1,1.0,1.0,17.639635801315308
42,mol2mol,feature_selection,1,42,3.2953593730926514,CCNC(=O)n1c(-c2ccccc2)c(-c2ccccc2)c2cc(Cl)ccc2c1=O,true,1,true,0,0.48690567493766446,0.0,5.566500000000003,402.8810000000002,29,383.72900000000016,3,1,5,3,4,0,4,51.1,0.0,0,C24H19ClN2O2,1248.860435760833,1,0,0.46153846153846156,0.46153846153846156,0.631578947368421,0.631578947368421,0.698577344417572,1,1.0,1.0,17.639635801315308
43,mol2mol,feature_selection,1,43,3.2953593730926514,CCNC(=O)n1ccc(Cn2c(C(=O)CC)c(-c3ccccc3)c3cc(C)ccc3c2=O)n1,true,1,true,0,0.448833286204734,0.0,4.392020000000004,442.5190000000001,33,416.3110000000002,6,1,7,6,4,0,4,85.99,0.0,0,C26H26N4O3,1400.577093723898,2,0,0.47297297297297297,0.47297297297297297,0.6422018348623854,0.6422018348623854,0.9416529536247253,1,1.0,1.0,17.639635801315308
44,mol2mol,feature_selection,1,44,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)O)n(CC(N)=O)n1,true,1,true,0,0.3617147020114152,0.0,3.342900000000001,492.9190000000003,35,471.75100000000026,7,2,10,8,4,0,4,137.28000000000003,0.0,0,C25H21ClN4O5,1539.2411350950026,2,0,0.5942028985507246,0.5942028985507246,0.7454545454545455,0.7454545454545455,0.2853447198867798,1,1.0,1.0,17.639635801315308
45,mol2mol,feature_selection,1,45,3.2953593730926514,CCNS(=O)(=O)CCc1ccc(Cn2c(C(=O)CC)c(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1,true,1,true,0,0.2732497466884443,0.0,5.444700000000005,537.0810000000002,37,507.8490000000004,5,1,8,10,4,0,4,85.24000000000001,0.0,0,C29H29ClN2O4S,1595.531877165283,5,0,0.676923076923077,0.676923076923077,0.8073394495412844,0.8073394495412844,0.8957284688949585,1,1.0,1.0,17.639635801315308
46,mol2mol,feature_selection,1,46,3.2953593730926514,CCCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(C(N)=O)cc1,true,1,true,0,0.3735480301245694,0.0,5.451900000000005,458.9450000000003,33,435.76100000000025,4,1,6,7,4,0,4,82.16,0.0,0,C27H23ClN2O3,1407.753609720407,3,0,0.7166666666666667,0.7166666666666667,0.8349514563106796,0.8349514563106796,0.9382582902908325,1,1.0,1.0,17.639635801315308
47,mol2mol,feature_selection,1,47,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)NCC(F)(F)F)n(C)n1,true,1,true,0,0.3411553325143656,0.0,4.988500000000004,530.9340000000002,37,508.7580000000002,6,1,11,7,4,0,4,85.99,0.0,0,C26H22ClF3N4O3,1559.5671773070092,2,3,0.5466666666666666,0.5466666666666666,0.7068965517241379,0.7068965517241379,0.18689309060573578,1,1.0,1.0,17.639635801315308
48,mol2mol,feature_selection,1,48,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(OC)ccc2c(=O)n1Cc1ccc(C(=O)O)cc1,true,1,true,0,0.40732361906855785,0.0,5.016300000000005,441.48300000000023,33,418.2990000000002,5,1,6,7,4,0,4,85.60000000000001,0.0,0,C27H23NO5,1402.8988567481335,2,0,0.6612903225806451,0.6612903225806451,0.7961165048543689,0.7961165048543689,0.936732292175293,1,1.0,1.0,17.639635801315308
49,mol2mol,feature_selection,1,49,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(NS(C)(=O)=O)n(CC(C)=O)n1,true,1,true,0,0.3187975428580153,0.0,4.119900000000003,541.0290000000002,37,515.8290000000003,8,1,11,9,4,0,4,120.13000000000001,0.0,0,C26H25ClN4O5S,1691.6929787961114,2,0,0.5753424657534246,0.5753424657534246,0.7304347826086957,0.7304347826086957,0.1844719648361206,1,1.0,1.0,17.639635801315308
50,mol2mol,feature_selection,1,50,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cn(CC(=O)O)c(C)n1,true,1,true,0,0.40553592820247175,0.0,4.552420000000003,463.9210000000003,33,441.74500000000023,6,1,8,7,4,0,4,94.19,0.0,0,C25H22ClN3O4,1437.8070823340895,2,0,0.6119402985074627,0.6119402985074627,0.7592592592592593,0.7592592592592593,0.5034815669059753,1,1.0,1.0,17.639635801315308
51,mol2mol,feature_selection,1,51,3.2953593730926514,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(NC(C)=O)n(C)n1,true,1,true,0,0.42227333735845485,0.0,4.654800000000003,462.93700000000024,33,439.7530000000002,6,1,8,6,4,0,4,85.99,0.0,0,C25H23ClN4O3,1437.8070823340895,2,0,0.6029411764705882,0.6029411764705882,0.7522935779816514,0.7522935779816514,0.26862648129463196,1,1.0,1.0,17.639635801315308
52,mol2mol,feature_selection,1,52,3.2953593730926514,COc1ccc(-c2c(C(=O)O)n(Cc3ccccc3)c(=O)c3ccccc23)cc1,true,1,true,0,0.5520327921847642,0.0,4.423600000000003,385.4190000000001,29,366.26700000000017,4,1,5,5,4,0,4,68.53,0.0,0,C24H19NO4,1241.8604357608328,2,0,0.4307692307692308,0.4307692307692308,0.6021505376344086,0.6021505376344086,0.9665194749832153,1,1.0,1.0,17.639635801315308
53,mol2mol,feature_selection,1,53,3.2953593730926514,CCC(=O)c1c(-c2cccc(C)c2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(C(N)=O)cc1,true,1,true,0,0.39412153902209396,0.0,5.370220000000005,458.9450000000002,33,435.76100000000025,4,1,6,6,4,0,4,82.16,0.0,0,C27H23ClN2O3,1453.2035829291663,2,0,0.6825396825396826,0.6825396825396826,0.8113207547169812,0.8113207547169812,0.8999334573745728,1,1.0,1.0,17.639635801315308
