SMILES,Input_SMILES,Tanimoto,NLL
Nc1cc(C(F)(F)F)c(I)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45652173913043476,6.076331615447998
C=Cc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45,6.092381477355957
Nc1nc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4,6.133484363555908
CC[C@H](C)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4864864864864865,6.218489170074463
Nc1cc(C2CCCCC2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4883720930232558,6.222780704498291
O=c1[nH]cc(C(F)(F)F)cc1NCc1ccccc1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4883720930232558,6.227214813232422
Nc1cc(/C=C/C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45,6.266908645629883
CCCCc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5121951219512195,6.272103309631348
Nc1ccc(C(F)(F)F)cn1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4,6.277445316314697
Nc1[nH]c(=O)c(N)cc1C(F)(F)F,Nc1cc(C(F)(F)F)c[nH]c1=O,0.33962264150943394,6.28409481048584
CCOC(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.423728813559322,6.295234203338623
CN(C)c1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5813953488372093,6.311663627624512
Nc1cc(C(F)(F)F)c(-n2cccc2)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.391304347826087,6.3601155281066895
Nc1cc(Cc2ccccc2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.36363636363636365,6.388876914978027
Nc1cc(C(F)(F)F)c[nH]c1=S,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4883720930232558,6.391623020172119
Nc1cc(C#CC(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.49019607843137253,6.400864124298096
Nc1cc(C(F)(F)F)c(CC(F)(F)F)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5952380952380952,6.4318342208862305
N#Cc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4,6.436946392059326
Nc1cc(Cc2ccc(C(F)(F)F)cc2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.32142857142857145,6.476154804229736
CC(C)(C)CNc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.6756756756756757,6.489885330200195
CCCCNc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5813953488372093,6.499048709869385
Nc1cc(CO)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.39622641509433965,6.502288341522217
Nc1cc(SC(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45,6.5265398025512695
Nc1ccc[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.509090909090909,6.532332897186279
Nc1cc(CC2CC2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5,6.560766220092773
CSCc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5102040816326531,6.564842224121094
C[C@H]1CN(c2cc(C(F)(F)F)c[nH]c2=O)C(=O)N1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45,6.59719705581665
Nc1ncc(C(F)(F)F)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.625,6.614813804626465
CC(C)(C)C(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.325,6.61515474319458
Nc1cccc(C(F)(F)F)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.391304347826087,6.632115840911865
CCN(CC)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4186046511627907,6.6584153175354
Nc1cc(CF)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.46296296296296297,6.699850559234619
CS(=O)(=O)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4090909090909091,6.7028045654296875
Nc1cc(C2(O)CCC2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4807692307692308,6.722701549530029
CCn1cc(C(F)(F)F)cc(N)c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3953488372093023,6.737724304199219
CCNc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,,6.7414679527282715
Nc1cc(C(F)(F)F)cn(Cc2ccccc2)c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,,6.743525505065918
Nc1cc(C(F)(F)F)cn(CCC(F)(F)F)c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.375,6.760727405548096
Nc1cc(C(F)(F)F)c(-n2ccnc2)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.48717948717948717,6.772854328155518
Nc1cc(O)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4090909090909091,6.774541854858398
C[C@@H](N)C(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,,6.786807537078857
Nc1c[nH]c(=O)c(C(F)(F)F)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.375,6.792399883270264
CSC(C)(C)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4888888888888889,6.849109172821045
Nc1cc(C2(O)CC2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4186046511627907,6.85142183303833
Nc1cc(C(C(F)(F)F)C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,,6.86693000793457
Nc1cc(C(F)F)c(C(F)(F)F)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.36065573770491804,6.901099681854248
CC(C)(C)OC(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4,6.914805889129639
CS(=O)(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4,6.926708698272705
Nc1cc(=O)[nH]cc1C(F)(F)F,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4864864864864865,6.933355808258057
Nc1cc(C(=O)O)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5306122448979592,6.933469772338867
Nc1cc(C(F)(F)F)n[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5897435897435898,6.991500377655029
CC(N)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5116279069767442,6.9945387840271
O=c1[nH]cc(C(F)(F)F)cc1NCC(F)(F)F,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4,7.003144264221191
Nc1cc(C(F)(F)F)cnc1N,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.01804780960083
CC(=O)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5102040816326531,7.044305324554443
Nc1cc(N2CCCC2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.0589141845703125
CC1(C)CN(c2cc(C(F)(F)F)c[nH]c2=O)C(=O)N1,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.091841220855713
CCN(CC(F)(F)F)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4375,7.110361576080322
Nc1cc(C(F)(F)C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45454545454545453,7.133345603942871
Nc1cc(C(F)(F)F)c(-c2ccccc2)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5319148936170213,7.146129131317139
Nc1cc(Cn2ccnc2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.55,7.169886589050293
Nc1cc(C(F)F)c(Br)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.42857142857142855,7.1735148429870605
Nc1cc(CCCC(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.179642200469971
CC(F)(F)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5121951219512195,7.184550762176514
O=c1[nH]cc(C(F)(F)F)cc1NCc1ccco1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.42857142857142855,7.203200340270996
CC[C@@H](C)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5,7.205766677856445
Nc1cc(C(F)(F)F)c(O)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.47619047619047616,7.232869625091553
Nc1cc(C(F)(F)F)cn(C(F)(F)F)c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.42857142857142855,7.233036518096924
O=c1[nH]cc(C(F)(F)F)cc1NC1CCCCC1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.36,7.239895343780518
Nc1cc(NC(=O)C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.44642857142857145,7.2561726570129395
Nc1cc(SCC(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.269853115081787
C=C(C)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.278195858001709
CC(C)C(C)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5208333333333334,7.292990207672119
Nc1cc(C(F)(F)F)c(N)c(=O)[nH]1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.6829268292682927,7.2934956550598145
CC(C)Sc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3793103448275862,7.298150062561035
C[C@H]1CN(c2cc(C(F)(F)F)c[nH]c2=O)C(=O)O1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.33962264150943394,7.30045747756958
Nc1cc(C2(C(F)(F)F)CCCC2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3191489361702128,7.303076267242432
Nc1cc[nH]c(=O)c1C(F)(F)F,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5434782608695652,7.311177730560303
CC[C@H](C)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.7222222222222222,7.316181659698486
Nc1cc(C(F)(F)F)cs1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.44642857142857145,7.32261848449707
Nc1cc(C(F)(F)F)cn(CC(F)(F)C(F)(F)F)c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4,7.336021423339844
Nc1cc(C2(O)CCCC2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4883720930232558,7.349388122558594
CCC(F)(F)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4489795918367347,7.361713886260986
Nc1cc(C(F)(F)F)cn(C(=O)C(F)(F)F)c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.44642857142857145,7.365866661071777
C[C@@H](N)Cc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5555555555555556,7.367950916290283
Nc1cc(C(=O)C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5813953488372093,7.368870258331299
CC(C)CCc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.42857142857142855,7.391951560974121
O=c1[nH]cc(C(F)(F)F)cc1NC1CCCC1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3829787234042553,7.392245769500732
Nc1cc(C(F)C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4222222222222222,7.403595924377441
CNc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4,7.4066009521484375
CCCC(C)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.46296296296296297,7.417135238647461
C[C@@H](N)CNc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4807692307692308,7.421141624450684
C[C@H]1CN(c2c[nH]c(=O)c(N)c2)C(=O)N1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5121951219512195,7.427181243896484
CC[C@@H](C)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5208333333333334,7.440578460693359
CSCCc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.425,7.467184543609619
Nc1cc(-c2cccs2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3728813559322034,7.47133731842041
O=c1[nH]cc(C(F)(F)F)cc1C(F)(F)F,Nc1cc(C(F)(F)F)c[nH]c1=O,0.34615384615384615,7.481578350067139
CC(C)(O)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.6666666666666666,7.485981464385986
CC(C)C(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4074074074074074,7.487353801727295
CCCSc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4,7.4883317947387695
Cc1c(C(F)(F)F)c[nH]c(=O)c1N,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5952380952380952,7.492002010345459
C[C@@H]1CN(c2cc(C(F)(F)F)c[nH]c2=O)C(=O)N1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.375,7.496490478515625
C[C@@H](N)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4716981132075472,7.497549057006836
COC(=O)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5952380952380952,7.527839660644531
CNc1ncc(C(F)(F)F)cc1N,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45,7.5338873863220215
CC1(C(F)(F)F)CN(c2c[nH]c(=O)c(N)c2)C1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.375,7.549228668212891
C/C=C/c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5531914893617021,7.550622463226318
C[C@H](N)CNc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3333333333333333,7.5514726638793945
Nc1cc(-c2ccsc2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5208333333333334,7.573481559753418
Nc1cc(N2CCOCC2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.575408935546875
CCc1cc(N)c(=O)[nH]c1C(F)(F)F,Nc1cc(C(F)(F)F)c[nH]c1=O,0.391304347826087,7.62874174118042
O=c1[nH]cc(C(F)(F)F)cc1-c1ccccc1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.36,7.629974842071533
Nc1cc(CC(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5681818181818182,7.637077808380127
O=c1[nH]cc(C(F)(F)F)cc1NCc1cccs1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.55,7.647261619567871
Nc1ccnc(C(F)(F)F)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5,7.648470878601074
O=c1[nH]cc(C(F)(F)F)cc1[N+](=O)[O-],Nc1cc(C(F)(F)F)c[nH]c1=O,0.391304347826087,7.65566349029541
CC(C)(N)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.6593403816223145
Nc1cc(C(F)F)c(Cl)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4883720930232558,7.670361042022705
CCN(C)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.46296296296296297,7.702415943145752
Nc1cc(C(F)(F)F)cn(O)c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.42857142857142855,7.706399917602539
CCC(C)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5208333333333334,7.730576992034912
Nc1cc(C(F)c2ccccc2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4444444444444444,7.74158239364624
Nc1cc(-c2cccc(C(F)(F)F)c2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.747028350830078
Nc1cc(NC2CC2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5,7.774329662322998
CNC(=O)c1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4186046511627907,7.792025089263916
CCC(C)(C)Nc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5531914893617021,7.796103000640869
CC(C)n1cc(C(F)(F)F)cc(N)c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.36,7.8170270919799805
CCNC(=O)c1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.33962264150943394,7.818894863128662
Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.8222856521606445
Nc1cc(C(F)(F)F)cn(S(=O)(=O)C(F)(F)F)c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,,7.8270063400268555
Nc1cc(-n2ccnc2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.47619047619047616,7.835422515869141
CC(C)CCNc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.45652173913043476,7.8718156814575195
Nc1cc(C(F)(F)F)c(SCC(F)(F)F)[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4716981132075472,7.872593402862549
CCC(C)(CC)c1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.46511627906976744,7.882679462432861
C[C@H]1CN(c2cc(C(F)(F)F)c[nH]c2=O)C[C@@H]1N,Nc1cc(C(F)(F)F)c[nH]c1=O,0.44642857142857145,7.8870720863342285
CCOc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3333333333333333,7.905796051025391
Nc1cc(NCC(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5952380952380952,7.9070048332214355
Nc1cc(OC(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.55,7.907431125640869
CNc1c[nH]c(=O)c(N)c1C(F)(F)F,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3191489361702128,7.907652378082275
Cc1ccc(N)c(=O)[nH]1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.4,7.919059753417969
C[C@H]1CN(c2c[nH]c(=O)c(N)c2)C(C(F)(F)F)O1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5238095238095238,7.925307273864746
Cc1cc(C(F)(F)F)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5208333333333334,7.928598403930664
Nc1cc(Cc2c[nH]cn2)c[nH]c1=O,Nc1cc(C(F)(F)F)c[nH]c1=O,0.3333333333333333,7.936636924743652
Nc1c[nH]c(=O)c(N)c1,Nc1cc(C(F)(F)F)c[nH]c1=O,0.5384615384615384,7.940868854522705
